chapter,comments,likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
88,14608,264844,2020-03-31,cl890,"My heart is aching rn.... the fact that Suho is being supportive is so bittersweet, cause we know he liked her a lot since the beginning too. ","Mar 10, 2020",3345,6,2022-12-28,15
88,14608,264844,2020-03-31,allieeileen,Suho is probably just saying he’s dated other people when he didn’t the whole time and was waiting for her. ,"Mar 10, 2020",2710,58,2022-12-28,20
88,14608,264844,2020-03-31,skks.xo,Suho got finer tho 🥴 ,"Mar 10, 2020",2259,3,2022-12-28,18
88,14608,264844,2020-03-31,anonymous,in this house we love supportive friendships,"Mar 10, 2020",1871,3,2022-12-28,10
88,14608,264844,2020-03-31,JBenn12,"Ugh!! I’m so torn! I love the way Seojun treats Jugyeong, but she knows nothing about his home life situation and he has kept it all a secret. Now Suho is back. He didn’t call her once in the last couple of years and looks totally fine with Seojun news, but him and Jugyeong were so compatible, had tons in common, and is still her shoulder to cry on! I want her back with Suho, but Seojun is precious and he wants to do better for her. 😭😭 I JUST CANT! ","Mar 10, 2020",1684,12,2022-12-28,15
88,14608,264844,2020-03-31,🔥Weeb🔥,"My heart is honestly torn so much. On one hand, Seojun is such an amazing boyfriend for Jugyeong but its as if they’re hiding half of their lives from each other. Jugyeong is hiding her “true” face without makeup and Seojun didn’t tell her how hard he’s working and that he has multiple jobs. Suho knows her real face. She knows his family problems, and it’s like they’ve known each other since the very beginning. But they haven’t spoken in so long that I’m torn between who I want her to be with.😖","Mar 10, 2020",1158,7,2022-12-28,10
88,14608,264844,2020-03-31,Kenjohnun,was my heart the only one that just broke by Suho's reaction? 😢,"Mar 10, 2020",1041,8,2022-12-28,9
88,14608,264844,2020-03-31,Jade Mandella,"I’m going to be honest... I’ve been a Suho Stan from the beginning. Like yeah Jugyeong and Seojun are cute together and all, but I will always ship her with Suho","Mar 10, 2020",970,40,2022-12-28,15
88,14608,264844,2020-03-31,ShannonIsOrange🧡✨,IS NO ONE GONNA BRING UP HOW GORGEOUS SUHO'S HAIR IS,"Mar 10, 2020",722,2,2022-12-28,5
89,19249,267480,2020-04-07,nini12345,will Seojun recognize his girlfriend? Will Suho fight for his girl? Will Jugyeong run and hide? find out next on Dragon Ball Z,"Mar 17, 2020",313647,585,2022-12-28,713
89,19249,267480,2020-04-07,partygal,what if he doesn’t even recognize her that would be ... awko taco 🌮😳,"Mar 17, 2020",199365,424,2022-12-28,74
89,19249,267480,2020-04-07,rainnn_,SUHO BARELY DID ANYTHING BUT HE CASUALLY GOT BACK HIS #1 SPOT IN MY HEART AGAIN,"Mar 17, 2020",36348,590,2022-12-28,104
89,19249,267480,2020-04-07,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,61
89,19249,267480,2020-04-07,cosmic.bluue,"Probably an unpopular opinion but notice how different Jugyeong acts with Seojun and Suho? I feel like with Seojun, despite knowing him for a while, that she still puts on this proper and cutesy act around him, but with Suho, even though they've been apart for a long time, she  brings down all her walls and acts more like herself around him. It was almost like they were never apart. Looking forward to what's going to happen next! 😌","Mar 18, 2020",6040,46,2022-12-28,58
89,19249,267480,2020-04-07,Corvus Blackwood,"Seojun: ""Hey Jugyeong youre not wearing any makeup today?"" Jugyeong: ""Oh well you see....WAIT YOU KNEW!?!?"" Suho: ""Laughing"" Seojun:""Duh"" Jugyeong: ""Brain shuts down""","Mar 17, 2020",4710,41,2022-12-28,39
89,19249,267480,2020-04-07,softlyemmy,what if seojin say who thats and suho says wdymmm its ur girl do u not know how ur girl looks like without makeup 🤡,"Mar 17, 2020",4098,15,2022-12-28,23
89,19249,267480,2020-04-07,Animechick 16,"oh shit boiiis! now we are gonna see proof of what he said episodes and episodes ago, that he would still date someone even if others thought they were ugly, because we all know she is gorgeous inside and out!!! damn, dont think seojun expected them to be hanging out so soon after suho came back tho lol. ","Mar 17, 2020",2393,3,2022-12-28,9
89,19249,267480,2020-04-07,Cyb3rWh0re🌿💫,Worst cliffhanger I’ve ever experienced in my life😩😪💀,"Mar 17, 2020",1783,6,2022-12-28,9
89,19249,267480,2020-04-07,hyewon.nako,AHHH SHES NOT WEARING MAKEUP THIS IS NOT A DRILL,"Mar 17, 2020",1675,5,2022-12-28,3
89,19249,267480,2020-04-07,Olivia Martignacco,lol watch him not recognize her,"Mar 17, 2020",1527,16,2022-12-28,7
89,19249,267480,2020-04-07,Shinigamifox,"I literally yelled “OH FUCK!!” And scared the shit out of my husky. 😂 But seriously, OH FUCK!!!","Mar 17, 2020",1257,4,2022-12-28,11
89,19249,267480,2020-04-07,Sassysamanne,"Ohhhhhh noooo!!! Don’t panic, if Seojun is the one for her he will love her face regardless! But honestly seeing her interaction with Suho, reminds me of why I shipped them in the beginning. I love that she doesn’t have to put up a front with Suho, and Suho can be himself around her too. At this point I’m jumping back on my Suho x Jugyeong ship!","Mar 17, 2020",1105,16,2022-12-28,14
89,19249,267480,2020-04-07,idi0tnumber4,he’s so funny when he’s drunk,"Mar 17, 2020",836,6,2022-12-28,8
89,19249,267480,2020-04-07,T1259,"You know what i would like to see. Just for an art perspective. A serious picture of how she looks without makeup side by side. Before and after. Cause like. I get that For story purposes, since she feels ugly when she looks at her natural self in the mirror that its exaggerated a bit right. But it cant be THAT BAD right? Im sure shes pretty. Just you know different eyes and some acne maybe. But the acne couldnt be that bad either right. Cause her foundation goes on pretty smooth.....?????🤔🤔🤔","Mar 17, 2020",773,3,2022-12-28,12
90,9841,257745,2020-04-14,SisterBelldandy,These two have to start being honest with each other if they’re going to make it. *edit* Yay!  My first top comment~,"Mar 24, 2020",217577,553,2022-12-28,61
90,9841,257745,2020-04-14,scienci,Not gonna lie I'm kinda disappointed that he didn't recognize her,"Mar 24, 2020",197561,1246,2022-12-28,118
90,9841,257745,2020-04-14,BriKat,I TOLD PEOPLE A COUPLE CHAPTERS AGO WHEN I GOT TOP COMMENT I WAS LIKE SUHO LOVES YOUR NATURAL FACE AND THEY WERE LIKE SEOJUN TOO AND I WAS LIKE NOOO BUT NOBODY BELIEVED ME AND NOW HERE WE ARE (people were saying he saw her natural face btw for clarification) ((i never said he hates her natural face or that I'm against seojun chill I think they cute im just saying that suho has seen and fallen for jugyeong's natural face while seojun fell for her face with makeup)),"Mar 24, 2020",125391,2867,2022-12-28,370
90,9841,257745,2020-04-14,tipjian,"It must be so hard for Seojun... working all these jobs, trying to make ends meet for his family, balancing a relationship, and trying to figure out if he wants to really be an idol... I feel so bad for him 😩","Mar 24, 2020",4841,7,2022-12-28,17
90,9841,257745,2020-04-14,karina raina,"KEEP IN MIND. Just because he doesn’t recognize her doesn’t make him a bad bf. She could show her true face to him if she desires, she just chooses not too. Can’t blame him for something he’s in the dark about . ALSO Suho only found out cause that’s how she looked when they first met and he connected the dots, it’s not necessarily a matter of one of the guys being superior because of what they know. They just need some honest communication","Mar 24, 2020",4113,48,2022-12-28,52
90,9841,257745,2020-04-14,Schumisomeart,My theory is she is crying because she realizes the sacrifices he is making and she will encourage him to pursue singing. She will let him go. She will be sad and cry but she will push him to be a singer. He will sign a contract with a music agency and he will have to move away to train. They will try to stay together but it won’t work. She will do the gory makeup job for her friend’s movie set and will bond with Suho over this. She will get close to Suho again. Their chemistry is so natural!,"Mar 24, 2020",2747,40,2022-12-28,33
90,9841,257745,2020-04-14,Danibam,"I enjoy reading the comments but did anyone think that Suho may not have wanted to burden Jugyeong with the distance between them even though that should have been her choice? Suho is so selfless, with him not knowing how long he'd be away from Jugyeong he was willing to sacrifice his own happiness for her to move on. As he stated, he knew Seojun liked her as well and he figured they'd get together. Not saying he's happy about it but it shows he cared more about her happiness than his own. --->","Mar 25, 2020",1499,19,2022-12-28,17
90,9841,257745,2020-04-14,nelly4infinity," Her natural face represents more than just a bare face. It represents her true personality. her true self. the difference between Suho and Seojun is that Seojun fell for the person Jugyeong aspires to be. The perfect girlfriend. The perfect looking person. Whereas Suho is practically like ""Fuck perfection. i want you. The real you""","Mar 25, 2020",1373,66,2022-12-28,27
90,9841,257745,2020-04-14,kxtheryn,She recognized him by his shoes and he still couldn’t recognize her by her face WTF,"Mar 24, 2020",1128,78,2022-12-28,25
90,9841,257745,2020-04-14,merbear333,They’re both hiding things from each other :((( I hope they tell each other so they can support each other!,"Mar 24, 2020",784,3,2022-12-28,0
90,9841,257745,2020-04-14,sliceoflife6 ,This episode kind of broke me. Poor Seojun. ,"Mar 24, 2020",706,1,2022-12-28,3
90,9841,257745,2020-04-14,Dante’s Girl,"I really feel bad for Seojun, even though I prefer Jugyeon to be with Suho. Seojun at least deserves a chance to know about Jugyeon’s natural face and she’s just not taking that leap of faith. Very curious to see how that goes down when he does find out...I did wish something more dramatic happened instead of her running away like that but that was pretty funny 😂 😂","Mar 24, 2020",553,5,2022-12-28,3
90,9841,257745,2020-04-14,Biancabutton,You don't have to be more careful if you're honest!!,"Mar 24, 2020",421,0,2022-12-28,6
90,9841,257745,2020-04-14,cesz31,I can’t believe he hasn’t seen her unbaked face yet! If she likes him so much why not? I’m still new to their relationship... still team suho even though it may never happen 😌❤️,"Mar 24, 2020",438,25,2022-12-28,10
90,9841,257745,2020-04-14,Daryaaaa_ee,"seeing her crying is going to make it harder for Seojon, But I mean he should've told her about his problems earlier ","Mar 24, 2020",308,2,2022-12-28,3
91,10794,261277,2020-04-21,JukyungLimmm,Girl how can you be so CLAUELESS at 22years old?!,"Mar 31, 2020",178134,600,2022-12-28,198
91,10794,261277,2020-04-21,Tayo Hey Hey,I really hope this love is true and pure 😭i really hope this is the ship that sails Even though i was team suho the entire time. Things change. ,"Mar 31, 2020",132544,4705,2022-12-28,187
91,10794,261277,2020-04-21,Kay G.,"sigh...I love Jugyeong but it irritates me that she refuses to show hom what she really looks like, especially after giving him that big speech about being honest and sharing his true self with her. it's unfair. I think he would love her without makeup, but what scares me now is that she is the one lying, so he may not like her as much when he learns she lied for so long","Mar 31, 2020",66472,218,2022-12-28,80
91,10794,261277,2020-04-21,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,78
91,10794,261277,2020-04-21,SolenPrimus,Am I the only one who thinks this is a scam?,"Mar 31, 2020",4386,21,2022-12-28,36
91,10794,261277,2020-04-21,mischa90_,"When he thinks ""overnight"" he's got 😏 on his mind. When she thinks of it, all she can think about is showing him her real face.","Mar 31, 2020",2838,8,2022-12-28,16
91,10794,261277,2020-04-21,Lavendar4Nia,oof! She lied to a straight out question and then is setting herself up to get caught. YES OVERNIGHT you goof! why else do you go to a resort with your boyfriend?? FoR ThE SiGhTs!? edit: Koreans have sex just like Americans. They just dont broadcast it. ,"Mar 31, 2020",2151,18,2022-12-28,20
91,10794,261277,2020-04-21,Sapphire1228,I feel like Seojun will be mad about the fact that she didn't trust him enough to see her face rather than being upset about her actual face.,"Mar 31, 2020",1773,8,2022-12-28,10
91,10794,261277,2020-04-21,WonderPets__,Maybe if her brother was a little more supportive about her natural face then maybe she would have the guts to show him her natural face ,"Mar 31, 2020",1599,19,2022-12-28,17
91,10794,261277,2020-04-21,SuperCyian,I'M STARTING TO GET REAL MAD AT JUGEYOUNG!!!! HE TOLD YOU HIS TRUTH NOW OUT WITH IT GIRL HE LOVES YOU!!!,"Mar 31, 2020",1021,3,2022-12-28,4
91,10794,261277,2020-04-21,AlohaBunny,"I actually lost a lil respect for her right now. She is being a complete hypocrite. ""hey I wanna get to know everything about you!"". BUT WHY CAN'T HE KNOW ABOUT YOU!?!? and she had the gall to lie to his face about not hiding anything. ""why didn't you tell me anything"" idk you hypocrite maybe FOR THE SAME REASONS YOU ARE BECAUSE HES ASHAMED!!!!! sadly I think if she would have fessed up right then or there , or even before, things would have been easier for her. ","Apr 01, 2020",995,7,2022-12-28,17
91,10794,261277,2020-04-21,zuko & sokka’s bae,"nah guys seriously. I don’t know if this is intentionally coming off this way, but her family just adds more to her insecurities. they literally don’t make it any easier for her to reveal her true self, and the sad thing is a lot of people get bullied by their own families. actually sad. ","Mar 31, 2020",785,2,2022-12-28,16
91,10794,261277,2020-04-21,Le Squiggles,Idk why. I’m still team Suho. Probably because it was so so close. And I know he still cares for her.,"Mar 31, 2020",819,61,2022-12-28,29
91,10794,261277,2020-04-21,Kenjohnun,Will Jugyeong tell Seojun the truth? Will she spend the night with him? will he find out her secret? will he leave her once he does? will Suho be the perfect shoulder to cry on if he does?! find out in the next episode of True Beauty! ,"Mar 31, 2020",531,3,2022-12-28,13
91,10794,261277,2020-04-21,ComicalCat,"This girl gonna try to sleep in her makeup😭 Also, that *glance* and blush from him had me dying.","Apr 01, 2020",509,0,2022-12-28,5
92,18073,264473,2020-04-28,Okicu Aj,Waterproof makeup to the rescue!,"Apr 07, 2020",213748,320,2022-12-28,87
92,18073,264473,2020-04-28,Sue Alvin,I can't  believe I'm gonna be a grandma soon 😢😢 I'm crying.,"Apr 07, 2020",177936,1328,2022-12-28,255
92,18073,264473,2020-04-28,Queenofswords16,when I read condiments I thought I read something else    EDIT: ahhhhhh I got top comment and another note I'm glad I wasn't the only one that read that wrong 🤣🤣🤣,"Apr 07, 2020",122123,503,2022-12-28,368
